Index,Time,Position1 - m,Load1 - kg,PauseCycle,Mark1,Mark2,Motion,Upper Limit,Lower Limit,Emergency Stop
0,0,-0.000003,0.093358,0,0,0,0,0,0,0
1,205,-0.000003,0.108917,0,0,0,0,0,0,0
2,283,0.000177,0.357872,0,0,0,1,0,0,0
3,315,0.000462,1.353688,0,0,0,1,0,0,0
4,347,0.000763,2.707376,0,0,0,1,0,0,0
5,378,0.001040,3.749872,0,0,0,1,0,0,0
6,410,0.001315,4.465615,0,0,0,1,0,0,0
7,441,0.001595,4.901285,0,0,0,1,0,0,0
8,472,0.001875,5.119120,0,0,0,1,0,0,0
9,519,0.002154,5.134679,0,0,0,1,0,0,0
10,552,0.002432,5.072441,0,0,0,1,0,0,0
11,583,0.002712,4.994643,0,0,0,1,0,0,0
12,614,0.002991,4.870166,0,0,0,1,0,0,0
13,645,0.003269,4.776808,0,0,0,1,0,0,0
14,677,0.003549,4.683450,0,0,0,1,0,0,0
15,708,0.003827,4.590092,0,0,0,1,0,0,0
16,754,0.004106,4.512294,0,0,0,1,0,0,0
17,786,0.004384,4.434496,0,0,0,1,0,0,0
18,817,0.004664,4.356698,0,0,0,1,0,0,0
19,848,0.004942,4.278900,0,0,0,1,0,0,0
20,880,0.005222,4.216661,0,0,0,1,0,0,0
21,911,0.005500,4.154422,0,0,0,1,0,0,0
22,942,0.005780,4.107744,0,0,0,1,0,0,0
23,973,0.006058,4.061065,0,0,0,1,0,0,0
24,1020,0.006337,4.014386,0,0,0,1,0,0,0
25,1051,0.006616,3.967707,0,0,0,1,0,0,0
26,1083,0.006895,3.921028,0,0,0,1,0,0,0
27,1114,0.007174,3.874349,0,0,0,1,0,0,0
28,1145,0.007452,3.843230,0,0,0,1,0,0,0
29,1192,0.007731,3.796551,0,0,0,1,0,0,0
30,1223,0.008010,3.765432,0,0,0,1,0,0,0
31,1255,0.008289,3.734312,0,0,0,1,0,0,0
32,1286,0.008568,3.703193,0,0,0,1,0,0,0
33,1317,0.008847,3.687633,0,0,0,1,0,0,0
34,1348,0.009125,3.640954,0,0,0,1,0,0,0
35,1380,0.009404,3.609835,0,0,0,1,0,0,0
36,1411,0.009683,3.594275,0,0,0,1,0,0,0
37,1442,0.009962,3.563156,0,0,0,1,0,0,0
38,1473,0.010241,3.547597,0,0,0,1,0,0,0
39,1504,0.010520,3.516477,0,0,0,1,0,0,0
40,1536,0.010799,3.500918,0,0,0,1,0,0,0
41,1583,0.011078,3.485358,0,0,0,1,0,0,0
42,1614,0.011356,3.454239,0,0,0,1,0,0,0
43,1645,0.011636,3.438679,0,0,0,1,0,0,0
44,1693,0.011915,3.423120,0,0,0,1,0,0,0
45,1709,0.012194,3.392000,0,0,0,1,0,0,0
46,1756,0.012473,3.392000,0,0,0,1,0,0,0
47,1787,0.012751,3.360881,0,0,0,1,0,0,0
48,1818,0.013030,3.345321,0,0,0,1,0,0,0
49,1850,0.013309,3.345321,0,0,0,1,0,0,0
50,1881,0.013588,3.314202,0,0,0,1,0,0,0
51,1913,0.013866,3.314202,0,0,0,1,0,0,0
52,1960,0.014145,3.298643,0,0,0,1,0,0,0
53,1991,0.014423,3.283083,0,0,0,1,0,0,0
54,2023,0.014703,3.267523,0,0,0,1,0,0,0
55,2055,0.014981,3.267523,0,0,0,1,0,0,0
56,2087,0.015261,3.267523,0,0,0,1,0,0,0
57,2118,0.015539,3.251964,0,0,0,1,0,0,0
58,2149,0.015818,3.251964,0,0,0,1,0,0,0
59,2180,0.016098,3.251964,0,0,0,1,0,0,0
60,2212,0.016376,3.251964,0,0,0,1,0,0,0
61,2243,0.016655,3.251964,0,0,0,1,0,0,0
62,2291,0.016934,3.251964,0,0,0,1,0,0,0
63,2322,0.017213,3.251964,0,0,0,1,0,0,0
64,2354,0.017491,3.236404,0,0,0,1,0,0,0
65,2385,0.017770,3.236404,0,0,0,1,0,0,0
66,2416,0.018049,3.220844,0,0,0,1,0,0,0
67,2447,0.018328,3.205285,0,0,0,1,0,0,0
68,2479,0.018606,3.205285,0,0,0,1,0,0,0
69,2510,0.018886,3.189725,0,0,0,1,0,0,0
70,2541,0.019164,3.189725,0,0,0,1,0,0,0
71,2572,0.019444,3.174165,0,0,0,1,0,0,0
72,2603,0.019722,3.174165,0,0,0,1,0,0,0
73,2650,0.020001,3.174165,0,0,0,1,0,0,0
74,2682,0.020280,3.174165,0,0,0,1,0,0,0
75,2713,0.020559,3.174165,0,0,0,1,0,0,0
76,2760,0.020838,3.174165,0,0,0,1,0,0,0
77,2791,0.021117,3.174165,0,0,0,1,0,0,0
78,2822,0.021396,3.189725,0,0,0,1,0,0,0
79,2853,0.021674,3.189725,0,0,0,1,0,0,0
80,2885,0.021954,3.189725,0,0,0,1,0,0,0
81,2916,0.022232,3.205285,0,0,0,1,0,0,0
82,2947,0.022511,3.205285,0,0,0,1,0,0,0
83,2978,0.022790,3.205285,0,0,0,1,0,0,0
84,3010,0.023069,3.158606,0,0,0,1,0,0,0
85,3058,0.023347,3.065248,0,0,0,1,0,0,0
86,3089,0.023627,2.940771,0,0,0,1,0,0,0
87,3120,0.023905,2.847413,0,0,0,1,0,0,0
88,3152,0.024184,2.754055,0,0,0,1,0,0,0
89,3183,0.024463,2.676257,0,0,0,1,0,0,0
90,3214,0.024742,2.598459,0,0,0,1,0,0,0
91,3246,0.025020,2.520661,0,0,0,1,0,0,0
92,3278,0.025299,2.442863,0,0,0,1,0,0,0
93,3309,0.025579,2.365064,0,0,0,1,0,0,0
94,3340,0.025857,2.271707,0,0,0,1,0,0,0
