Index,Time,Position1 - m,Load1 - kg,PauseCycle,Mark1,Mark2,Motion,Upper Limit,Lower Limit,Emergency Stop
0,0,0.000002,0.031119,0,0,0,0,0,0,0
1,156,0.000002,0.031119,0,0,0,0,0,0,0
2,236,0.000002,0.031119,0,0,0,0,0,0,0
3,315,0.000002,0.031119,0,0,0,0,0,0,0
4,409,0.000117,0.155596,0,0,0,1,0,0,0
5,440,0.000377,1.229211,0,0,0,1,0,0,0
6,473,0.000683,3.127486,0,0,0,1,0,0,0
7,504,0.000965,4.870166,0,0,0,1,0,0,0
8,537,0.001240,6.254973,0,0,0,1,0,0,0
9,568,0.001519,7.297469,0,0,0,1,0,0,0
10,599,0.001798,8.044331,0,0,0,1,0,0,0
11,631,0.002078,8.433322,0,0,0,1,0,0,0
12,662,0.002356,8.588919,0,0,0,1,0,0,0
13,693,0.002636,8.604478,0,0,0,1,0,0,0
14,725,0.002914,8.511120,0,0,0,1,0,0,0
15,772,0.003194,8.339964,0,0,0,1,0,0,0
16,803,0.003472,8.137689,0,0,0,1,0,0,0
17,835,0.003751,6.908478,0,0,0,1,0,0,0
18,866,0.004030,0.031119,0,0,0,1,0,0,0
19,897,0.004309,0.015560,0,0,0,1,0,0,0
20,929,0.004587,0.015560,0,0,0,1,0,0,0
21,960,0.004867,0.015560,0,0,0,1,0,0,0
22,1007,0.005145,0.015560,0,0,0,1,0,0,0
23,1038,0.005425,0.015560,0,0,0,1,0,0,0
24,1069,0.005703,0.015560,0,0,0,1,0,0,0
25,1100,0.005982,0.015560,0,0,0,1,0,0,0
26,1132,0.006262,0.031119,0,0,0,1,0,0,0
27,1163,0.006540,0.015560,0,0,0,1,0,0,0
28,1194,0.006819,0.015560,0,0,0,1,0,0,0
29,1241,0.007098,0.015560,0,0,0,1,0,0,0
30,1272,0.007377,0.015560,0,0,0,1,0,0,0
31,1304,0.007655,0.031119,0,0,0,1,0,0,0
32,1335,0.007935,0.015560,0,0,0,1,0,0,0
33,1366,0.008213,0.015560,0,0,0,1,0,0,0
34,1397,0.008492,0.015560,0,0,0,1,0,0,0
35,1429,0.008770,0.015560,0,0,0,1,0,0,0
36,1460,0.009050,0.031119,0,0,0,1,0,0,0
37,1507,0.009328,0.015560,0,0,0,1,0,0,0
38,1538,0.009608,0.015560,0,0,0,1,0,0,0
39,1569,0.009886,0.015560,0,0,0,1,0,0,0
