Index,Time,Position1 - m,Load1 - kg,PauseCycle,Mark1,Mark2,Motion,Upper Limit,Lower Limit,Emergency Stop
0,0,-0.000004,0.000000,0,0,0,0,0,0,0
1,156,-0.000004,0.015560,0,0,0,0,0,0,0
2,283,0.000091,0.031119,0,0,0,1,0,0,0
3,314,0.000331,0.762422,0,0,0,1,0,0,0
4,345,0.000636,3.127486,0,0,0,1,0,0,0
5,376,0.000922,5.492551,0,0,0,1,0,0,0
6,407,0.001197,7.468625,0,0,0,1,0,0,0
7,439,0.001474,9.086826,0,0,0,1,0,0,0
8,470,0.001754,10.378276,0,0,0,1,0,0,0
9,501,0.002033,11.202937,0,0,0,1,0,0,0
10,548,0.002312,0.637945,0,0,0,1,0,0,0
11,581,0.002591,0.015560,0,0,0,1,0,0,0
12,627,0.002871,0.015560,0,0,0,1,0,0,0
13,659,0.003149,0.015560,0,0,0,1,0,0,0
14,690,0.003428,0.015560,0,0,0,1,0,0,0
15,721,0.003707,0.015560,0,0,0,1,0,0,0
16,753,0.003986,0.015560,0,0,0,1,0,0,0
17,785,0.004265,0.015560,0,0,0,1,0,0,0
18,817,0.004544,0.015560,0,0,0,1,0,0,0
19,848,0.004823,0.015560,0,0,0,1,0,0,0
20,879,0.005101,0.015560,0,0,0,1,0,0,0
21,910,0.005381,0.015560,0,0,0,1,0,0,0
22,941,0.005659,0.015560,0,0,0,1,0,0,0
23,973,0.005938,0.015560,0,0,0,1,0,0,0
24,1020,0.006217,0.015560,0,0,0,1,0,0,0
25,1051,0.006496,0.015560,0,0,0,1,0,0,0
26,1082,0.006774,0.015560,0,0,0,1,0,0,0
27,1113,0.007054,0.015560,0,0,0,1,0,0,0
28,1144,0.007332,0.015560,0,0,0,1,0,0,0
29,1191,0.007611,0.015560,0,0,0,1,0,0,0
30,1223,0.007890,0.015560,0,0,0,1,0,0,0
31,1254,0.008169,0.015560,0,0,0,1,0,0,0
32,1285,0.008447,0.015560,0,0,0,1,0,0,0
33,1316,0.008727,0.015560,0,0,0,1,0,0,0
34,1348,0.009006,0.015560,0,0,0,1,0,0,0
35,1379,0.009284,0.015560,0,0,0,1,0,0,0
36,1410,0.009564,0.015560,0,0,0,1,0,0,0
37,1441,0.009842,0.015560,0,0,0,1,0,0,0
38,1473,0.010121,0.015560,0,0,0,1,0,0,0
39,1504,0.010400,0.015560,0,0,0,1,0,0,0
40,1551,0.010679,0.015560,0,0,0,1,0,0,0
41,1582,0.010958,0.015560,0,0,0,1,0,0,0
42,1613,0.011237,0.015560,0,0,0,1,0,0,0
43,1644,0.011515,0.015560,0,0,0,1,0,0,0
44,1691,0.011794,0.015560,0,0,0,1,0,0,0
45,1723,0.012073,0.015560,0,0,0,1,0,0,0
46,1754,0.012353,0.015560,0,0,0,1,0,0,0
47,1785,0.012631,0.015560,0,0,0,1,0,0,0
48,1816,0.012910,0.015560,0,0,0,1,0,0,0
49,1847,0.013189,0.015560,0,0,0,1,0,0,0
50,1879,0.013468,0.015560,0,0,0,1,0,0,0
51,1910,0.013747,0.015560,0,0,0,1,0,0,0
52,1943,0.014025,0.015560,0,0,0,1,0,0,0
53,1974,0.014304,0.015560,0,0,0,1,0,0,0
54,2005,0.014583,0.015560,0,0,0,1,0,0,0
55,2052,0.014862,0.015560,0,0,0,1,0,0,0
56,2083,0.015140,0.015560,0,0,0,1,0,0,0
57,2115,0.015420,0.015560,0,0,0,1,0,0,0
58,2147,0.015699,0.015560,0,0,0,1,0,0,0
59,2178,0.015978,0.015560,0,0,0,1,0,0,0
60,2210,0.016257,0.015560,0,0,0,1,0,0,0
61,2241,0.016535,0.015560,0,0,0,1,0,0,0
62,2272,0.016814,0.015560,0,0,0,1,0,0,0
63,2303,0.017093,0.015560,0,0,0,1,0,0,0
64,2335,0.017371,0.015560,0,0,0,1,0,0,0
65,2381,0.017650,0.015560,0,0,0,1,0,0,0
66,2428,0.017930,0.015560,0,0,0,1,0,0,0
67,2460,0.018208,0.015560,0,0,0,1,0,0,0
68,2491,0.018487,0.015560,0,0,0,1,0,0,0
69,2522,0.018766,0.000000,0,0,0,1,0,0,0
70,2553,0.019045,0.015560,0,0,0,1,0,0,0
71,2584,0.019324,0.015560,0,0,0,1,0,0,0
72,2616,0.019603,0.015560,0,0,0,1,0,0,0
73,2647,0.019881,0.015560,0,0,0,1,0,0,0
