Index,Time,Position1 - m,Load1 - kg,PauseCycle,Mark1,Mark2,Motion,Upper Limit,Lower Limit,Emergency Stop
0,0,-0.000002,0.015560,0,0,0,0,0,0,0
1,78,-0.000002,0.015560,0,0,0,0,0,0,0
2,156,0.000178,0.295633,0,0,0,1,0,0,0
3,188,0.000463,1.400367,0,0,0,1,0,0,0
4,219,0.000763,2.894092,0,0,0,1,0,0,0
5,251,0.001041,4.169982,0,0,0,1,0,0,0
6,283,0.001317,5.119120,0,0,0,1,0,0,0
7,314,0.001596,5.772624,0,0,0,1,0,0,0
8,361,0.001876,6.146056,0,0,0,1,0,0,0
9,392,0.002155,6.254973,0,0,0,1,0,0,0
10,423,0.002433,6.239413,0,0,0,1,0,0,0
11,454,0.002713,5.974900,0,0,0,1,0,0,0
12,486,0.002992,0.077798,0,0,0,1,0,0,0
13,517,0.003271,0.000000,0,0,0,1,0,0,0
14,548,0.003549,0.015560,0,0,0,1,0,0,0
15,579,0.003829,0.000000,0,0,0,1,0,0,0
16,611,0.004108,0.000000,0,0,0,1,0,0,0
17,657,0.004386,0.000000,0,0,0,1,0,0,0
18,689,0.004665,0.000000,0,0,0,1,0,0,0
19,720,0.004944,0.000000,0,0,0,1,0,0,0
20,767,0.005223,0.000000,0,0,0,1,0,0,0
21,798,0.005502,0.000000,0,0,0,1,0,0,0
22,829,0.005781,0.000000,0,0,0,1,0,0,0
23,861,0.006059,0.000000,0,0,0,1,0,0,0
24,892,0.006338,0.000000,0,0,0,1,0,0,0
25,923,0.006617,0.015560,0,0,0,1,0,0,0
26,954,0.006896,0.000000,0,0,0,1,0,0,0
27,985,0.007175,0.000000,0,0,0,1,0,0,0
28,1017,0.007454,0.000000,0,0,0,1,0,0,0
29,1048,0.007732,0.000000,0,0,0,1,0,0,0
30,1079,0.008011,0.000000,0,0,0,1,0,0,0
31,1110,0.008291,0.000000,0,0,0,1,0,0,0
32,1157,0.008569,0.000000,0,0,0,1,0,0,0
33,1189,0.008848,0.000000,0,0,0,1,0,0,0
34,1220,0.009127,0.015560,0,0,0,1,0,0,0
35,1251,0.009406,0.000000,0,0,0,1,0,0,0
36,1282,0.009685,0.000000,0,0,0,1,0,0,0
37,1329,0.009964,0.000000,0,0,0,1,0,0,0
38,1360,0.010242,0.015560,0,0,0,1,0,0,0
39,1393,0.010522,0.015560,0,0,0,1,0,0,0
40,1424,0.010800,0.015560,0,0,0,1,0,0,0
41,1456,0.011079,0.015560,0,0,0,1,0,0,0
42,1487,0.011358,0.000000,0,0,0,1,0,0,0
43,1534,0.011637,0.000000,0,0,0,1,0,0,0
44,1565,0.011915,0.015560,0,0,0,1,0,0,0
