Index,Time,Position1 - m,Load1 - kg,PauseCycle,Mark1,Mark2,Motion,Upper Limit,Lower Limit,Emergency Stop
0,0,-0.000003,0.046679,0,0,0,0,0,0,0
1,198,-0.000003,0.046679,0,0,0,0,0,0,0
2,299,0.000162,0.233395,0,0,0,1,0,0,0
3,330,0.000442,1.307009,0,0,0,1,0,0,0
4,368,0.000744,2.785175,0,0,0,1,0,0,0
5,383,0.001022,3.998826,0,0,0,1,0,0,0
6,414,0.001297,4.947964,0,0,0,1,0,0,0
7,468,0.001577,5.617028,0,0,0,1,0,0,0
8,483,0.001856,6.037138,0,0,0,1,0,0,0
9,515,0.002135,6.208294,0,0,0,1,0,0,0
10,546,0.002414,6.239413,0,0,0,1,0,0,0
11,583,0.002693,6.177175,0,0,0,1,0,0,0
12,630,0.002973,6.083817,0,0,0,1,0,0,0
13,668,0.003251,5.959340,0,0,0,1,0,0,0
14,699,0.003530,5.834863,0,0,0,1,0,0,0
15,730,0.003808,5.725945,0,0,0,1,0,0,0
16,768,0.004087,5.632588,0,0,0,1,0,0,0
17,784,0.004366,5.523670,0,0,0,1,0,0,0
18,815,0.004645,5.445872,0,0,0,1,0,0,0
19,846,0.004924,5.368074,0,0,0,1,0,0,0
20,884,0.005203,5.290276,0,0,0,1,0,0,0
21,915,0.005482,5.212478,0,0,0,1,0,0,0
22,947,0.005761,5.150239,0,0,0,1,0,0,0
23,986,0.006039,5.103560,0,0,0,1,0,0,0
24,1033,0.006318,5.041322,0,0,0,1,0,0,0
25,1069,0.006597,4.979083,0,0,0,1,0,0,0
26,1100,0.006876,4.932404,0,0,0,1,0,0,0
27,1131,0.007155,4.885725,0,0,0,1,0,0,0
28,1169,0.007434,4.839046,0,0,0,1,0,0,0
29,1185,0.007713,4.807927,0,0,0,1,0,0,0
30,1216,0.007991,4.761248,0,0,0,1,0,0,0
31,1247,0.008270,4.730129,0,0,0,1,0,0,0
32,1285,0.008549,4.699009,0,0,0,1,0,0,0
33,1316,0.008828,4.667891,0,0,0,1,0,0,0
34,1349,0.009107,4.636771,0,0,0,1,0,0,0
35,1388,0.009386,4.590092,0,0,0,1,0,0,0
36,1434,0.009664,4.558973,0,0,0,1,0,0,0
37,1470,0.009944,4.527853,0,0,0,1,0,0,0
38,1485,0.010222,4.512294,0,0,0,1,0,0,0
39,1532,0.010501,4.481175,0,0,0,1,0,0,0
40,1570,0.010780,4.465615,0,0,0,1,0,0,0
41,1586,0.011059,4.434496,0,0,0,1,0,0,0
42,1618,0.011338,4.418936,0,0,0,1,0,0,0
43,1649,0.011617,4.403377,0,0,0,1,0,0,0
44,1702,0.011895,4.387817,0,0,0,1,0,0,0
45,1733,0.012175,4.356698,0,0,0,1,0,0,0
46,1770,0.012453,4.341138,0,0,0,1,0,0,0
47,1801,0.012732,4.325578,0,0,0,1,0,0,0
48,1816,0.013011,4.310019,0,0,0,1,0,0,0
49,1848,0.013290,4.294459,0,0,0,1,0,0,0
50,1886,0.013569,4.278900,0,0,0,1,0,0,0
51,1918,0.013848,4.263340,0,0,0,1,0,0,0
52,1949,0.014127,4.247780,0,0,0,1,0,0,0
53,1987,0.014405,4.232221,0,0,0,1,0,0,0
54,2019,0.014684,4.216661,0,0,0,1,0,0,0
55,2050,0.014963,4.216661,0,0,0,1,0,0,0
