Index,Time,Position1 - m,Load1 - kg,PauseCycle,Mark1,Mark2,Motion,Upper Limit,Lower Limit,Emergency Stop
0,0,-0.000003,0.031119,0,0,0,0,0,0,0
1,31,-0.000003,0.031119,0,0,0,0,0,0,0
2,298,0.000064,0.046679,0,0,0,1,0,0,0
3,329,0.000281,0.544587,0,0,0,1,0,0,0
4,361,0.000584,1.742679,0,0,0,1,0,0,0
5,392,0.000875,2.940771,0,0,0,1,0,0,0
6,423,0.001149,3.843230,0,0,0,1,0,0,0
7,454,0.001427,4.465615,0,0,0,1,0,0,0
8,486,0.001706,4.839046,0,0,0,1,0,0,0
9,532,0.001986,5.010202,0,0,0,1,0,0,0
10,564,0.002264,5.025762,0,0,0,1,0,0,0
11,595,0.002544,4.963523,0,0,0,1,0,0,0
12,626,0.002823,4.870166,0,0,0,1,0,0,0
13,657,0.003102,4.761248,0,0,0,1,0,0,0
14,689,0.003380,4.667891,0,0,0,1,0,0,0
15,736,0.003659,4.590092,0,0,0,1,0,0,0
16,767,0.003938,4.496735,0,0,0,1,0,0,0
17,798,0.004217,4.434496,0,0,0,1,0,0,0
18,829,0.004496,4.356698,0,0,0,1,0,0,0
19,860,0.004774,4.294459,0,0,0,1,0,0,0
20,892,0.005054,4.232221,0,0,0,1,0,0,0
21,923,0.005332,4.169982,0,0,0,1,0,0,0
22,956,0.005611,4.123303,0,0,0,1,0,0,0
23,987,0.005890,4.076624,0,0,0,1,0,0,0
24,1018,0.006169,4.029945,0,0,0,1,0,0,0
25,1049,0.006447,3.983266,0,0,0,1,0,0,0
26,1080,0.006727,3.936588,0,0,0,1,0,0,0
27,1128,0.007005,3.905468,0,0,0,1,0,0,0
28,1160,0.007284,3.858789,0,0,0,1,0,0,0
29,1191,0.007563,3.827670,0,0,0,1,0,0,0
30,1223,0.007842,3.796551,0,0,0,1,0,0,0
31,1254,0.008121,3.749872,0,0,0,1,0,0,0
32,1285,0.008399,3.718753,0,0,0,1,0,0,0
33,1332,0.008679,3.687633,0,0,0,1,0,0,0
34,1363,0.008958,3.656514,0,0,0,1,0,0,0
35,1394,0.009237,3.640954,0,0,0,1,0,0,0
36,1426,0.009515,3.609835,0,0,0,1,0,0,0
37,1457,0.009794,3.578716,0,0,0,1,0,0,0
38,1488,0.010073,3.547597,0,0,0,1,0,0,0
39,1535,0.010352,3.516477,0,0,0,1,0,0,0
40,1566,0.010631,3.500918,0,0,0,1,0,0,0
41,1597,0.010910,3.485358,0,0,0,1,0,0,0
42,1629,0.011188,3.454239,0,0,0,1,0,0,0
43,1660,0.011467,3.423120,0,0,0,1,0,0,0
44,1691,0.011746,3.423120,0,0,0,1,0,0,0
45,1722,0.012025,3.392000,0,0,0,1,0,0,0
46,1754,0.012304,3.376441,0,0,0,1,0,0,0
47,1785,0.012583,3.360881,0,0,0,1,0,0,0
48,1816,0.012862,3.329762,0,0,0,1,0,0,0
49,1847,0.013140,3.298643,0,0,0,1,0,0,0
50,1878,0.013420,3.283083,0,0,0,1,0,0,0
51,1925,0.013698,3.267523,0,0,0,1,0,0,0
52,1972,0.013978,3.251964,0,0,0,1,0,0,0
53,2004,0.014256,3.236404,0,0,0,1,0,0,0
54,2035,0.014535,3.205285,0,0,0,1,0,0,0
55,2066,0.014814,3.189725,0,0,0,1,0,0,0
56,2097,0.015093,3.189725,0,0,0,1,0,0,0
57,2129,0.015372,3.174165,0,0,0,1,0,0,0
58,2160,0.015651,3.158606,0,0,0,1,0,0,0
59,2191,0.015930,3.143046,0,0,0,1,0,0,0
60,2222,0.016209,3.127486,0,0,0,1,0,0,0
61,2254,0.016487,3.127486,0,0,0,1,0,0,0
62,2285,0.016766,3.096367,0,0,0,1,0,0,0
63,2332,0.017044,3.080808,0,0,0,1,0,0,0
64,2363,0.017324,3.065248,0,0,0,1,0,0,0
65,2394,0.017603,3.049688,0,0,0,1,0,0,0
66,2425,0.017881,3.034129,0,0,0,1,0,0,0
67,2457,0.018160,3.018569,0,0,0,1,0,0,0
68,2488,0.018439,3.003010,0,0,0,1,0,0,0
69,2519,0.018718,2.987450,0,0,0,1,0,0,0
70,2550,0.018996,2.987450,0,0,0,1,0,0,0
71,2581,0.019276,2.971890,0,0,0,1,0,0,0
72,2613,0.019554,2.971890,0,0,0,1,0,0,0
73,2660,0.019834,2.956331,0,0,0,1,0,0,0
74,2691,0.020112,2.956331,0,0,0,1,0,0,0
75,2738,0.020391,2.956331,0,0,0,1,0,0,0
76,2769,0.020670,2.940771,0,0,0,1,0,0,0
77,2800,0.020949,2.956331,0,0,0,1,0,0,0
78,2832,0.021227,2.971890,0,0,0,1,0,0,0
79,2863,0.021507,2.987450,0,0,0,1,0,0,0
80,2894,0.021785,3.003010,0,0,0,1,0,0,0
81,2925,0.022064,3.034129,0,0,0,1,0,0,0
82,2957,0.022344,3.065248,0,0,0,1,0,0,0
83,2988,0.022622,3.096367,0,0,0,1,0,0,0
84,3019,0.022901,3.143046,0,0,0,1,0,0,0
85,3050,0.023180,3.174165,0,0,0,1,0,0,0
86,3082,0.023459,3.220844,0,0,0,1,0,0,0
87,3128,0.023737,3.251964,0,0,0,1,0,0,0
88,3162,0.024016,3.283083,0,0,0,1,0,0,0
89,3193,0.024295,3.314202,0,0,0,1,0,0,0
90,3225,0.024574,3.345321,0,0,0,1,0,0,0
91,3256,0.024853,3.360881,0,0,0,1,0,0,0
92,3287,0.025132,3.376441,0,0,0,1,0,0,0
93,3318,0.025410,3.392000,0,0,0,1,0,0,0
94,3349,0.025689,3.407560,0,0,0,1,0,0,0
95,3381,0.025969,3.407560,0,0,0,1,0,0,0
96,3428,0.026247,3.423120,0,0,0,1,0,0,0
97,3459,0.026526,3.423120,0,0,0,1,0,0,0
98,3490,0.026805,3.423120,0,0,0,1,0,0,0
99,3537,0.027084,1.773798,0,0,0,1,0,0,0
100,3568,0.027363,0.000000,0,0,0,1,0,0,0
101,3584,0.027642,0.000000,0,0,0,1,0,0,0
102,3631,0.027920,0.000000,0,0,0,1,0,0,0
103,3663,0.028200,0.000000,0,0,0,1,0,0,0
104,3694,0.028478,0.000000,0,0,0,1,0,0,0
