Index,Time,Position1 - m,Load1 - kg,PauseCycle,Mark1,Mark2,Motion,Upper Limit,Lower Limit,Emergency Stop
0,0,-0.000003,0.015560,0,0,0,0,0,0,0
1,222,-0.000003,0.015560,0,0,0,0,0,0,0
2,300,0.000168,0.202275,0,0,0,1,0,0,0
3,331,0.000449,1.042495,0,0,0,1,0,0,0
4,362,0.000750,2.256147,0,0,0,1,0,0,0
5,394,0.001028,3.189725,0,0,0,1,0,0,0
6,426,0.001304,3.812110,0,0,0,1,0,0,0
7,457,0.001583,4.232221,0,0,0,1,0,0,0
8,490,0.001863,4.434496,0,0,0,1,0,0,0
9,521,0.002142,4.496735,0,0,0,1,0,0,0
10,568,0.002421,4.450056,0,0,0,1,0,0,0
11,600,0.002700,4.372257,0,0,0,1,0,0,0
12,631,0.002979,4.278900,0,0,0,1,0,0,0
13,662,0.003258,4.201101,0,0,0,1,0,0,0
14,695,0.003537,4.107744,0,0,0,1,0,0,0
15,726,0.003816,4.045505,0,0,0,1,0,0,0
16,757,0.004094,3.967707,0,0,0,1,0,0,0
17,788,0.004373,3.905468,0,0,0,1,0,0,0
18,819,0.004651,3.843230,0,0,0,1,0,0,0
19,867,0.004931,3.780991,0,0,0,1,0,0,0
20,898,0.005209,3.734312,0,0,0,1,0,0,0
21,929,0.005489,3.672074,0,0,0,1,0,0,0
22,976,0.005767,3.625395,0,0,0,1,0,0,0
23,1007,0.006046,3.578716,0,0,0,1,0,0,0
24,1038,0.006326,3.532037,0,0,0,1,0,0,0
25,1070,0.006604,3.500918,0,0,0,1,0,0,0
26,1085,0.006883,3.454239,0,0,0,1,0,0,0
27,1132,0.007162,3.423120,0,0,0,1,0,0,0
28,1163,0.007441,3.376441,0,0,0,1,0,0,0
29,1195,0.007719,3.345321,0,0,0,1,0,0,0
30,1226,0.007998,3.314202,0,0,0,1,0,0,0
31,1257,0.008277,3.283083,0,0,0,1,0,0,0
32,1304,0.008556,3.251964,0,0,0,1,0,0,0
33,1335,0.008835,3.220844,0,0,0,1,0,0,0
34,1366,0.009114,3.205285,0,0,0,1,0,0,0
35,1398,0.009393,3.174165,0,0,0,1,0,0,0
36,1429,0.009672,3.158606,0,0,0,1,0,0,0
37,1460,0.009950,3.127486,0,0,0,1,0,0,0
38,1507,0.010230,3.111927,0,0,0,1,0,0,0
39,1538,0.010508,3.080808,0,0,0,1,0,0,0
40,1570,0.010787,3.065248,0,0,0,1,0,0,0
41,1601,0.011066,3.049688,0,0,0,1,0,0,0
42,1632,0.011345,3.034129,0,0,0,1,0,0,0
43,1663,0.011624,3.003010,0,0,0,1,0,0,0
44,1694,0.011903,2.987450,0,0,0,1,0,0,0
45,1726,0.012182,2.971890,0,0,0,1,0,0,0
46,1757,0.012460,2.956331,0,0,0,1,0,0,0
47,1788,0.012740,2.925211,0,0,0,1,0,0,0
48,1819,0.013018,2.909652,0,0,0,1,0,0,0
49,1851,0.013297,2.894092,0,0,0,1,0,0,0
50,1897,0.013576,2.862973,0,0,0,1,0,0,0
51,1944,0.013855,2.847413,0,0,0,1,0,0,0
52,1975,0.014133,2.831853,0,0,0,1,0,0,0
53,2007,0.014412,2.816294,0,0,0,1,0,0,0
54,2038,0.014691,2.816294,0,0,0,1,0,0,0
55,2069,0.014970,2.800734,0,0,0,1,0,0,0
56,2101,0.015248,2.785175,0,0,0,1,0,0,0
57,2132,0.015528,2.769615,0,0,0,1,0,0,0
58,2163,0.015807,2.754055,0,0,0,1,0,0,0
59,2194,0.016086,2.754055,0,0,0,1,0,0,0
60,2226,0.016365,2.738496,0,0,0,1,0,0,0
61,2257,0.016643,2.722936,0,0,0,1,0,0,0
62,2304,0.016922,2.722936,0,0,0,1,0,0,0
63,2335,0.017201,2.707376,0,0,0,1,0,0,0
64,2366,0.017480,2.676257,0,0,0,1,0,0,0
65,2397,0.017758,2.614019,0,0,0,1,0,0,0
66,2429,0.018038,2.536221,0,0,0,1,0,0,0
67,2460,0.018316,2.427303,0,0,0,1,0,0,0
68,2491,0.018595,2.302826,0,0,0,1,0,0,0
69,2522,0.018874,2.162789,0,0,0,1,0,0,0
70,2553,0.019153,2.007193,0,0,0,1,0,0,0
71,2585,0.019433,1.851596,0,0,0,1,0,0,0
72,2632,0.019711,1.664881,0,0,0,1,0,0,0
73,2663,0.019989,1.415927,0,0,0,1,0,0,0
74,2712,0.020269,1.120294,0,0,0,1,0,0,0
75,2744,0.020548,0.809101,0,0,0,1,0,0,0
76,2775,0.020826,0.700184,0,0,0,1,0,0,0
77,2806,0.021105,0.684624,0,0,0,1,0,0,0
78,2837,0.021384,0.700184,0,0,0,1,0,0,0
79,2869,0.021663,0.669064,0,0,0,1,0,0,0
